assign_edges,average_branching,comparison_edges,constants,edges,main_automaton_nodes,max_branching,nodes,reachability_edges,reachability_subautomatons,repeat_nodes,repeat_or_unique_nodes,skip_edges,state_size,tag_edges,typedefs,unique_nodes,variables,game,language,flags
40,1.264957264957265,58,24,148,50,8,125,18,7,0,0,24,2020,8,18,0,5,connect6_split,rbg,--compact-reachability
48,1.120481927710843,58,24,372,105,8,345,36,12,0,0,222,2020,8,18,0,5,connect6_split,rbg,--compact-skip-edges
85,1.2236024844720497,52,8,197,55,8,174,28,12,0,0,24,2020,8,18,0,5,connect6_split,rbg,--inline-assignment
48,1.2797202797202798,58,24,183,55,8,164,44,20,0,0,25,2020,8,18,0,5,connect6_split,rbg,--inline-reachability
44,1.302325581395349,58,24,168,54,8,141,34,11,0,0,24,2020,8,18,0,5,connect6_split,rbg,--join-exclusive-edges
48,1.2765957446808511,58,24,180,54,8,153,34,11,0,0,32,2020,8,18,0,5,connect6_split,rbg,--join-fork-prefixes
52,1.2403100775193798,58,24,160,62,8,137,18,7,0,0,24,2020,8,18,0,5,connect6_split,rbg,--join-fork-suffixes
40,1.264957264957265,58,8,148,50,8,125,18,7,0,0,24,2020,8,18,0,5,connect6_split,rbg,--merge-accesses
40,1.264957264957265,58,24,148,50,8,125,18,7,0,0,24,2020,8,18,0,5,connect6_split,rbg,--propagate-constants
40,1.264957264957265,58,24,148,50,8,125,18,7,0,0,24,2020,8,18,0,5,connect6_split,rbg,--prune-self-loops
40,1.264957264957265,58,24,148,50,8,125,18,7,0,0,24,2020,8,18,0,5,connect6_split,rbg,--prune-singleton-types
48,1.2183098591549295,58,24,173,50,8,163,26,7,0,0,33,2020,8,18,0,5,connect6_split,rbg,--prune-unreachable-nodes
40,1.264957264957265,58,26,148,50,8,125,18,7,0,0,24,2020,8,18,0,5,connect6_split,rbg,--prune-unused-constants
50,1.2440944881889764,58,26,158,60,8,135,18,7,0,0,24,3829,8,18,0,7,connect6_split,rbg,--prune-unused-variables
40,1.264957264957265,58,24,148,50,8,125,18,7,0,0,24,2020,8,18,0,5,connect6_split,rbg,--reorder-conditions
40,1.264957264957265,58,24,148,50,8,125,18,7,0,0,24,2020,8,18,0,5,connect6_split,rbg,--skip-artificial-tags
40,1.2403100775193798,58,24,160,62,8,137,18,7,0,0,24,2020,20,18,0,5,connect6_split,rbg,--skip-redundant-tags
40,1.264957264957265,58,24,148,50,8,125,18,7,0,0,24,2020,8,18,0,5,connect6_split,rbg,--skip-self-assignments
40,1.264957264957265,58,24,148,50,8,125,18,7,0,0,24,2020,8,18,0,5,connect6_split,rbg,--skip-self-comparisons
40,1.264957264957265,58,24,148,50,8,125,18,7,0,0,24,2020,8,18,0,5,connect6_split,rbg,--skip-unused-tags
374,1.6037735849056605,386,34,1111,452,16,694,8,4,0,0,253,2525,90,25,0,11,skirmish,rbg,--enable-all-optimizations
594,1.2469280280866004,386,22,2131,862,16,1718,20,8,0,0,887,2525,244,25,0,11,skirmish,rbg,none
374,1.6037735849056605,386,34,1111,452,16,694,8,4,0,0,253,2525,90,25,0,11,skirmish,rbg,--compact-comparisons
374,1.6037735849056605,386,34,1111,452,16,694,8,4,0,0,253,2525,90,25,0,11,skirmish,rbg,--compact-reachability
382,1.2938718662952646,386,34,1858,740,16,1441,8,4,0,0,992,2525,90,25,0,11,skirmish,rbg,--compact-skip-edges
559,1.4817351598173516,380,22,1298,461,16,883,16,6,0,0,253,2525,90,25,0,11,skirmish,rbg,--inline-assignment
374,1.6002886002886003,378,34,1115,452,16,702,20,8,0,0,253,2525,90,25,0,11,skirmish,rbg,--inline-reachability
374,1.6037735849056605,386,34,1111,452,16,694,8,4,0,0,253,2525,90,25,0,11,skirmish,rbg,--join-exclusive-edges
380,1.5480895915678523,386,34,1181,490,16,764,8,4,0,0,317,2525,90,25,0,11,skirmish,rbg,--join-fork-prefixes
383,1.5892351274787535,394,34,1128,469,16,711,8,4,0,0,253,2525,90,25,0,11,skirmish,rbg,--join-fork-suffixes
374,1.6037735849056605,386,22,1111,452,16,694,8,4,0,0,253,2525,90,25,0,11,skirmish,rbg,--merge-accesses
374,1.6037735849056605,386,34,1111,452,16,694,8,4,0,0,253,2525,90,25,0,11,skirmish,rbg,--propagate-constants
374,1.6037735849056605,386,34,1111,452,16,694,8,4,0,0,253,2525,90,25,0,11,skirmish,rbg,--prune-self-loops
374,1.6037735849056605,386,34,1111,452,16,694,8,4,0,0,253,2525,90,25,0,11,skirmish,rbg,--prune-singleton-types
374,1.6002886002886003,390,34,1115,452,16,702,8,4,0,0,253,2525,90,25,0,11,skirmish,rbg,--prune-unreachable-nodes
374,1.6037735849056605,386,34,1111,452,16,694,8,4,0,0,253,2525,90,25,0,11,skirmish,rbg,--prune-unused-constants
374,1.6037735849056605,386,34,1111,452,16,694,8,4,0,0,253,2525,90,25,0,11,skirmish,rbg,--prune-unused-variables
374,1.6037735849056605,386,34,1111,452,16,694,8,4,0,0,253,2525,90,25,0,11,skirmish,rbg,--reorder-conditions
374,1.6124818577648767,386,34,1111,452,16,694,8,4,0,0,193,2525,150,25,0,11,skirmish,rbg,--skip-artificial-tags
374,1.5753803596127247,386,34,1145,486,16,728,8,4,0,0,253,2525,124,25,0,11,skirmish,rbg,--skip-redundant-tags
374,1.6037735849056605,386,34,1111,452,16,694,8,4,0,0,253,2525,90,25,0,11,skirmish,rbg,--skip-self-assignments
374,1.6037735849056605,386,34,1111,452,16,694,8,4,0,0,253,2525,90,25,0,11,skirmish,rbg,--skip-self-comparisons
374,1.6037735849056605,386,34,1111,452,16,694,8,4,0,0,253,2525,90,25,0,11,skirmish,rbg,--skip-unused-tags
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,358,5,13,0,5,breakthrough_6x6,rbg,--enable-all-optimizations
64,1.0985221674876848,30,6,223,98,3,214,20,10,0,0,95,505,14,13,0,7,breakthrough_6x6,rbg,none
29,1.30188679245283,28,8,69,38,3,56,4,2,0,0,3,358,5,13,0,5,breakthrough_6x6,rbg,--compact-comparisons
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,358,5,13,0,5,breakthrough_6x6,rbg,--compact-reachability
29,1.125984251968504,28,8,143,92,3,132,8,4,0,0,73,358,5,13,0,5,breakthrough_6x6,rbg,--compact-skip-edges
37,1.2153846153846153,22,4,79,40,3,72,12,6,0,0,3,358,5,13,0,5,breakthrough_6x6,rbg,--inline-assignment
29,1.253968253968254,22,8,79,40,3,74,20,10,0,0,3,358,5,13,0,5,breakthrough_6x6,rbg,--inline-reachability
29,1.280701754385965,28,8,73,40,3,62,8,4,0,0,3,358,5,13,0,5,breakthrough_6x6,rbg,--join-exclusive-edges
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,358,5,13,0,5,breakthrough_6x6,rbg,--join-fork-prefixes
32,1.2,28,8,72,43,3,63,4,2,0,0,3,358,5,13,0,5,breakthrough_6x6,rbg,--join-fork-suffixes
29,1.2264150943396226,24,4,65,38,3,56,4,2,0,0,3,358,5,13,0,5,breakthrough_6x6,rbg,--merge-accesses
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,358,5,13,0,5,breakthrough_6x6,rbg,--propagate-constants
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,358,5,13,0,5,breakthrough_6x6,rbg,--prune-self-loops
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,358,5,13,0,5,breakthrough_6x6,rbg,--prune-singleton-types
29,1.1935483870967742,30,8,74,38,3,73,4,2,0,0,6,358,5,13,0,5,breakthrough_6x6,rbg,--prune-unreachable-nodes
29,1.2264150943396226,24,10,65,38,3,56,4,2,0,0,3,358,5,13,0,5,breakthrough_6x6,rbg,--prune-unused-constants
37,1.1967213114754098,24,10,73,46,3,64,4,2,0,0,3,505,5,13,0,7,breakthrough_6x6,rbg,--prune-unused-variables
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,358,5,13,0,5,breakthrough_6x6,rbg,--reorder-conditions
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,1,358,7,13,0,5,breakthrough_6x6,rbg,--skip-artificial-tags
29,1.206896551724138,24,8,70,43,3,61,4,2,0,0,3,358,10,13,0,5,breakthrough_6x6,rbg,--skip-redundant-tags
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,358,5,13,0,5,breakthrough_6x6,rbg,--skip-self-assignments
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,358,5,13,0,5,breakthrough_6x6,rbg,--skip-self-comparisons
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,358,5,13,0,5,breakthrough_6x6,rbg,--skip-unused-tags
167,1.5236842105263158,135,8,579,207,8,388,14,7,0,0,257,816,6,18,0,5,amazons_split3,rbg,--enable-all-optimizations
204,1.2355029585798816,133,10,1044,436,8,859,28,13,0,0,667,1421,12,18,0,7,amazons_split3,rbg,none
167,1.5236842105263158,135,8,579,207,8,388,14,7,0,0,257,816,6,18,0,5,amazons_split3,rbg,--compact-comparisons
167,1.5236842105263158,135,8,579,207,8,388,14,7,0,0,257,816,6,18,0,5,amazons_split3,rbg,--compact-reachability
167,1.1855263157894738,135,8,965,392,8,774,26,13,0,0,631,816,6,18,0,5,amazons_split3,rbg,--compact-skip-edges
177,1.5176767676767675,135,8,601,213,8,410,26,13,0,0,257,816,6,18,0,5,amazons_split3,rbg,--inline-assignment
159,1.5102564102564102,133,8,589,213,8,404,28,13,0,0,263,816,6,18,0,5,amazons_split3,rbg,--inline-reachability
167,1.5236842105263158,135,8,579,207,8,388,14,7,0,0,257,816,6,18,0,5,amazons_split3,rbg,--join-exclusive-edges
167,1.5236842105263158,135,8,579,207,8,388,14,7,0,0,257,816,6,18,0,5,amazons_split3,rbg,--join-fork-prefixes
172,1.516883116883117,135,8,584,212,8,393,14,7,0,0,257,816,6,18,0,5,amazons_split3,rbg,--join-fork-suffixes
167,1.5236842105263158,135,8,579,207,8,388,14,7,0,0,257,816,6,18,0,5,amazons_split3,rbg,--merge-accesses
167,1.5236842105263158,135,8,579,207,8,388,14,7,0,0,257,816,6,18,0,5,amazons_split3,rbg,--propagate-constants
167,1.5236842105263158,135,8,579,207,8,388,14,7,0,0,257,816,6,18,0,5,amazons_split3,rbg,--prune-self-loops
167,1.5236842105263158,135,8,579,207,8,388,14,7,0,0,257,816,6,18,0,5,amazons_split3,rbg,--prune-singleton-types
167,1.5155440414507773,135,8,585,207,8,400,14,7,0,0,263,816,6,18,0,5,amazons_split3,rbg,--prune-unreachable-nodes
167,1.5236842105263158,135,10,579,207,8,388,14,7,0,0,257,816,6,18,0,5,amazons_split3,rbg,--prune-unused-constants
179,1.5076530612244898,135,10,591,219,8,400,14,7,0,0,257,1421,6,18,0,7,amazons_split3,rbg,--prune-unused-variables
167,1.5236842105263158,135,8,579,207,8,388,14,7,0,0,257,816,6,18,0,5,amazons_split3,rbg,--reorder-conditions
167,1.5236842105263158,135,8,579,207,8,388,14,7,0,0,257,816,6,18,0,5,amazons_split3,rbg,--skip-artificial-tags
167,1.5155440414507773,135,8,585,213,8,394,14,7,0,0,257,816,12,18,0,5,amazons_split3,rbg,--skip-redundant-tags
167,1.5236842105263158,135,8,579,207,8,388,14,7,0,0,257,816,6,18,0,5,amazons_split3,rbg,--skip-self-assignments
167,1.5236842105263158,135,8,579,207,8,388,14,7,0,0,257,816,6,18,0,5,amazons_split3,rbg,--skip-self-comparisons
167,1.5236842105263158,135,8,579,207,8,388,14,7,0,0,257,816,6,18,0,5,amazons_split3,rbg,--skip-unused-tags
17,1.391304347826087,36,16,64,25,8,51,8,4,0,0,0,260,3,20,0,5,ticTacToe,rbg,--enable-all-optimizations
74,1.0905349794238683,36,14,265,66,8,254,20,10,0,0,125,309,10,20,0,7,ticTacToe,rbg,none
17,1.391304347826087,36,16,64,25,8,51,8,4,0,0,0,260,3,20,0,5,ticTacToe,rbg,--compact-comparisons
17,1.391304347826087,36,16,64,25,8,51,8,4,0,0,0,260,3,20,0,5,ticTacToe,rbg,--compact-reachability
21,1.1271676300578035,36,16,195,56,2,180,16,6,0,0,119,260,3,20,0,5,ticTacToe,rbg,--compact-skip-edges
51,1.2941176470588236,22,12,88,27,8,75,12,6,0,0,0,260,3,20,0,5,ticTacToe,rbg,--inline-assignment
21,1.3793103448275863,36,16,80,27,8,69,20,10,0,0,0,260,3,20,0,5,ticTacToe,rbg,--inline-reachability
19,1.4230769230769231,36,16,74,27,8,59,16,6,0,0,0,260,3,20,0,5,ticTacToe,rbg,--join-exclusive-edges
21,1.4074074074074074,36,16,76,27,8,61,16,6,0,0,0,260,3,20,0,5,ticTacToe,rbg,--join-fork-prefixes
20,1.3673469387755102,36,16,67,28,8,54,8,4,0,0,0,260,3,20,0,5,ticTacToe,rbg,--join-fork-suffixes
17,1.391304347826087,36,12,64,25,8,51,8,4,0,0,0,260,3,20,0,5,ticTacToe,rbg,--merge-accesses
17,1.391304347826087,36,16,64,25,8,51,8,4,0,0,0,260,3,20,0,5,ticTacToe,rbg,--propagate-constants
17,1.391304347826087,36,16,64,25,8,51,8,4,0,0,0,260,3,20,0,5,ticTacToe,rbg,--prune-self-loops
17,1.391304347826087,36,16,64,25,8,51,8,4,0,0,0,260,3,20,0,5,ticTacToe,rbg,--prune-singleton-types
21,1.3103448275862069,36,16,76,25,8,69,12,4,0,0,4,260,3,20,0,5,ticTacToe,rbg,--prune-unreachable-nodes
17,1.391304347826087,36,22,64,25,8,51,8,4,0,0,0,260,3,20,0,5,ticTacToe,rbg,--prune-unused-constants
21,1.36,36,18,68,29,8,55,8,4,0,0,0,309,3,20,0,7,ticTacToe,rbg,--prune-unused-variables
17,1.391304347826087,36,16,64,25,8,51,8,4,0,0,0,260,3,20,0,5,ticTacToe,rbg,--reorder-conditions
17,1.391304347826087,36,16,64,25,8,51,8,4,0,0,0,260,3,20,0,5,ticTacToe,rbg,--skip-artificial-tags
17,1.339622641509434,36,16,71,32,8,58,8,4,0,0,0,260,10,20,0,5,ticTacToe,rbg,--skip-redundant-tags
17,1.391304347826087,36,16,64,25,8,51,8,4,0,0,0,260,3,20,0,5,ticTacToe,rbg,--skip-self-assignments
17,1.391304347826087,36,16,64,25,8,51,8,4,0,0,0,260,3,20,0,5,ticTacToe,rbg,--skip-self-comparisons
17,1.391304347826087,36,16,64,25,8,51,8,4,0,0,0,260,3,20,0,5,ticTacToe,rbg,--skip-unused-tags
167,1.3679775280898876,115,10,487,217,5,363,12,6,0,0,169,1773,24,18,0,8,breakthru_split,rbg,--enable-all-optimizations
244,1.154627539503386,120,10,1023,430,5,935,39,24,0,0,548,1773,72,18,0,8,breakthru_split,rbg,none
167,1.3679775280898876,115,10,487,217,5,363,12,6,0,0,169,1773,24,18,0,8,breakthru_split,rbg,--compact-comparisons
167,1.3679775280898876,115,10,487,217,5,363,12,6,0,0,169,1773,24,18,0,8,breakthru_split,rbg,--compact-reachability
181,1.1361702127659574,122,10,830,390,5,716,20,10,0,0,481,1773,26,18,0,8,breakthru_split,rbg,--compact-skip-edges
201,1.3366834170854272,112,10,532,220,5,411,24,12,0,0,171,1773,24,18,0,8,breakthru_split,rbg,--inline-assignment
175,1.346055979643766,118,10,529,221,5,418,39,24,0,0,173,1773,24,18,0,8,breakthru_split,rbg,--inline-reachability
167,1.371508379888268,117,10,491,218,5,366,14,7,0,0,169,1773,24,18,0,8,breakthru_split,rbg,--join-exclusive-edges
179,1.346456692913386,121,10,513,229,5,388,12,6,0,0,174,1773,27,18,0,8,breakthru_split,rbg,--join-fork-prefixes
180,1.353099730458221,117,10,502,230,5,378,12,6,0,0,169,1773,24,18,0,8,breakthru_split,rbg,--join-fork-suffixes
167,1.3679775280898876,115,10,487,217,5,363,12,6,0,0,169,1773,24,18,0,8,breakthru_split,rbg,--merge-accesses
163,1.3732193732193732,115,10,482,212,5,358,12,6,0,0,169,1773,23,18,0,8,breakthru_split,rbg,--propagate-constants
167,1.3679775280898876,115,10,487,217,5,363,12,6,0,0,169,1773,24,18,0,8,breakthru_split,rbg,--prune-self-loops
167,1.3679775280898876,115,10,487,217,5,363,12,6,0,0,169,1773,24,18,0,8,breakthru_split,rbg,--prune-singleton-types
211,1.3326612903225807,161,10,661,217,5,545,12,6,0,0,253,1773,24,18,0,8,breakthru_split,rbg,--prune-unreachable-nodes
167,1.3679775280898876,115,10,487,217,5,363,12,6,0,0,169,1773,24,18,0,8,breakthru_split,rbg,--prune-unused-constants
167,1.3679775280898876,115,10,487,217,5,363,12,6,0,0,169,1773,24,18,0,8,breakthru_split,rbg,--prune-unused-variables
167,1.3669467787114846,115,10,488,218,5,364,12,6,0,0,169,1773,25,18,0,8,breakthru_split,rbg,--reorder-conditions
167,1.3679775280898876,115,10,487,217,5,363,12,6,0,0,160,1773,33,18,0,8,breakthru_split,rbg,--skip-artificial-tags
167,1.3438320209973753,113,10,512,238,5,390,16,8,0,0,171,1773,45,18,0,8,breakthru_split,rbg,--skip-redundant-tags
167,1.3679775280898876,115,10,487,217,5,363,12,6,0,0,169,1773,24,18,0,8,breakthru_split,rbg,--skip-self-assignments
167,1.3679775280898876,115,10,487,217,5,363,12,6,0,0,169,1773,24,18,0,8,breakthru_split,rbg,--skip-self-comparisons
167,1.3679775280898876,115,10,487,217,5,363,12,6,0,0,169,1773,24,18,0,8,breakthru_split,rbg,--skip-unused-tags
39,1.3333333333333333,42,8,96,47,3,79,10,6,0,0,1,470,4,13,0,5,breakthrough_split,rbg,--enable-all-optimizations
78,1.1149425287356325,42,6,291,120,3,278,32,16,0,0,131,729,8,13,0,7,breakthrough_split,rbg,none
39,1.4444444444444444,50,8,104,47,3,79,10,6,0,0,1,470,4,13,0,5,breakthrough_split,rbg,--compact-comparisons
39,1.3333333333333333,42,8,96,47,3,79,10,6,0,0,1,470,4,13,0,5,breakthrough_split,rbg,--compact-reachability
39,1.1686746987951808,44,8,194,112,3,175,14,8,0,0,93,470,4,13,0,5,breakthrough_split,rbg,--compact-skip-edges
53,1.2826086956521738,38,4,118,49,3,105,22,12,0,0,1,470,4,13,0,5,breakthrough_split,rbg,--inline-assignment
35,1.3076923076923077,30,8,102,49,3,95,32,16,0,0,1,470,4,13,0,5,breakthrough_split,rbg,--inline-reachability
39,1.368421052631579,46,8,104,49,3,85,14,8,0,0,1,470,4,13,0,5,breakthrough_split,rbg,--join-exclusive-edges
39,1.3333333333333333,42,8,96,47,3,79,10,6,0,0,1,470,4,13,0,5,breakthrough_split,rbg,--join-fork-prefixes
46,1.2758620689655171,50,8,111,56,3,94,10,6,0,0,1,470,4,13,0,5,breakthrough_split,rbg,--join-fork-suffixes
39,1.3333333333333333,42,4,96,47,3,79,10,6,0,0,1,470,4,13,0,5,breakthrough_split,rbg,--merge-accesses
39,1.3333333333333333,42,8,96,47,3,79,10,6,0,0,1,470,4,13,0,5,breakthrough_split,rbg,--propagate-constants
39,1.3333333333333333,42,8,96,47,3,79,10,6,0,0,1,470,4,13,0,5,breakthrough_split,rbg,--prune-self-loops
39,1.3333333333333333,42,8,96,47,3,79,10,6,0,0,1,470,4,13,0,5,breakthrough_split,rbg,--prune-singleton-types
39,1.289156626506024,50,8,107,47,3,100,10,6,0,0,4,470,4,13,0,5,breakthrough_split,rbg,--prune-unreachable-nodes
39,1.3333333333333333,42,10,96,47,3,79,10,6,0,0,1,470,4,13,0,5,breakthrough_split,rbg,--prune-unused-constants
47,1.3,42,10,104,55,3,87,10,6,0,0,1,729,4,13,0,7,breakthrough_split,rbg,--prune-unused-variables
39,1.3333333333333333,42,8,96,47,3,79,10,6,0,0,1,470,4,13,0,5,breakthrough_split,rbg,--reorder-conditions
39,1.3333333333333333,42,8,96,47,3,79,10,6,0,0,1,470,4,13,0,5,breakthrough_split,rbg,--skip-artificial-tags
39,1.3157894736842106,42,8,100,51,3,83,10,6,0,0,1,470,8,13,0,5,breakthrough_split,rbg,--skip-redundant-tags
39,1.3333333333333333,42,8,96,47,3,79,10,6,0,0,1,470,4,13,0,5,breakthrough_split,rbg,--skip-self-assignments
39,1.3333333333333333,42,8,96,47,3,79,10,6,0,0,1,470,4,13,0,5,breakthrough_split,rbg,--skip-self-comparisons
39,1.3333333333333333,42,8,96,47,3,79,10,6,0,0,1,470,4,13,0,5,breakthrough_split,rbg,--skip-unused-tags
40,1.251908396946565,58,24,164,44,8,137,22,5,0,0,36,2020,8,18,0,5,connect6,rbg,--enable-all-optimizations
142,1.076576576576577,64,10,478,109,8,457,32,12,0,0,160,3829,80,18,0,7,connect6,rbg,none
40,1.251908396946565,58,24,164,44,8,137,22,5,0,0,36,2020,8,18,0,5,connect6,rbg,--compact-comparisons
40,1.251908396946565,58,24,164,44,8,137,22,5,0,0,36,2020,8,18,0,5,connect6,rbg,--compact-reachability
52,1.085858585858586,64,24,430,85,8,403,26,6,0,0,280,2020,8,18,0,5,connect6,rbg,--compact-skip-edges
89,1.1942857142857144,52,8,209,45,8,182,24,6,0,0,36,2020,8,18,0,5,connect6,rbg,--inline-assignment
52,1.206060606060606,64,24,199,45,8,178,32,12,0,0,43,2020,8,18,0,5,connect6,rbg,--inline-reachability
40,1.251908396946565,58,24,164,44,8,137,22,5,0,0,36,2020,8,18,0,5,connect6,rbg,--join-exclusive-edges
52,1.2,64,24,198,44,8,171,24,5,0,0,50,2020,8,18,0,5,connect6,rbg,--join-fork-prefixes
48,1.237410071942446,58,24,172,52,8,145,22,5,0,0,36,2020,8,18,0,5,connect6,rbg,--join-fork-suffixes
40,1.251908396946565,58,8,164,44,8,137,22,5,0,0,36,2020,8,18,0,5,connect6,rbg,--merge-accesses
40,1.251908396946565,58,24,164,44,8,137,22,5,0,0,36,2020,8,18,0,5,connect6,rbg,--propagate-constants
40,1.251908396946565,58,24,164,44,8,137,22,5,0,0,36,2020,8,18,0,5,connect6,rbg,--prune-self-loops
40,1.251908396946565,58,24,164,44,8,137,22,5,0,0,36,2020,8,18,0,5,connect6,rbg,--prune-singleton-types
60,1.1701030927835052,68,24,227,44,8,207,32,5,0,0,59,2020,8,18,0,5,connect6,rbg,--prune-unreachable-nodes
40,1.251908396946565,58,26,164,44,8,137,22,5,0,0,36,2020,8,18,0,5,connect6,rbg,--prune-unused-constants
50,1.2340425531914894,58,26,174,54,8,147,22,5,0,0,36,3829,8,18,0,7,connect6,rbg,--prune-unused-variables
40,1.251908396946565,58,24,164,44,8,137,22,5,0,0,36,2020,8,18,0,5,connect6,rbg,--reorder-conditions
40,1.251908396946565,58,24,164,44,8,137,22,5,0,0,24,2020,20,18,0,5,connect6,rbg,--skip-artificial-tags
42,1.1952662721893492,58,24,202,82,8,175,22,5,0,0,36,2020,44,18,0,5,connect6,rbg,--skip-redundant-tags
40,1.251908396946565,58,24,164,44,8,137,22,5,0,0,36,2020,8,18,0,5,connect6,rbg,--skip-self-assignments
40,1.251908396946565,58,24,164,44,8,137,22,5,0,0,36,2020,8,18,0,5,connect6,rbg,--skip-self-comparisons
40,1.251908396946565,58,24,164,44,8,137,22,5,0,0,36,2020,8,18,0,5,connect6,rbg,--skip-unused-tags
391,1.3449477351916377,238,21,772,315,16,587,28,12,0,0,37,491,78,14,0,7,lauKataKati,rbg,--enable-all-optimizations
784,1.112079701120797,378,13,2679,822,16,2442,58,32,0,0,1183,510,276,14,0,8,lauKataKati,rbg,none
391,1.3449477351916377,238,21,772,315,16,587,28,12,0,0,37,491,78,14,0,7,lauKataKati,rbg,--compact-comparisons
391,1.3449477351916377,238,21,772,315,16,587,28,12,0,0,37,491,78,14,0,7,lauKataKati,rbg,--compact-reachability
467,1.147205312672939,318,21,2075,620,9,1822,40,14,0,0,1172,491,78,14,0,7,lauKataKati,rbg,--compact-skip-edges
525,1.2861189801699715,180,13,908,333,8,721,32,14,0,0,93,491,78,14,0,7,lauKataKati,rbg,--inline-assignment
435,1.3866279069767442,314,21,954,317,16,721,58,32,0,0,69,491,78,14,0,7,lauKataKati,rbg,--inline-reachability
395,1.3388157894736843,240,21,814,317,16,623,40,14,0,0,61,491,78,14,0,7,lauKataKati,rbg,--join-exclusive-edges
467,1.3760445682451254,318,21,988,357,16,733,40,14,0,0,85,491,78,14,0,7,lauKataKati,rbg,--join-fork-prefixes
436,1.2916053019145803,298,21,877,390,16,692,28,12,0,0,37,491,78,14,0,7,lauKataKati,rbg,--join-fork-suffixes
391,1.3449477351916377,238,13,772,315,16,587,28,12,0,0,37,491,78,14,0,7,lauKataKati,rbg,--merge-accesses
391,1.3494809688581315,242,21,780,317,16,593,32,14,0,0,37,491,78,14,0,7,lauKataKati,rbg,--propagate-constants
391,1.3449477351916377,238,21,772,315,16,587,28,12,0,0,37,491,78,14,0,7,lauKataKati,rbg,--prune-self-loops
391,1.3449477351916377,238,21,772,315,16,587,28,12,0,0,37,491,78,14,0,7,lauKataKati,rbg,--prune-singleton-types
